"IDENTIFIANT";"TITRE";"EDITEUR";"DATE ";"DESCRIPTION";"CREATEUR";"LANGUE";"TYPE";"FORMAT 1";"Droits";"SOURCE";"URL"
"BCU_Bastaire_Stella_348_C92766_1111328";"La maison de Joëlle";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 348";"Grandchamp Jacques";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_348_C92766_1111328.pdf"
"BCU_Bastaire_Stella_350_C92767_1111331";"Vers l'avenir";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 350";"Moret Jeannette";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_350_C92767_1111331.pdf"
"BCU_Bastaire_Stella_351_C92770_1111335";"L'une et ... les autres";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 351 ";"Guérin Lita";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_351_C92770_1111335.pdf"
"BCU_Bastaire_Stella_352_C92772_1111337";"Le fanal dans la nuit";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 352 ";"Temple Bailey Irène";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_352_C92772_1111337.pdf"
"BCU_Bastaire_Stella_353_C92773_1111339";"Sous l'aiguillon !";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 353 ";"Crisenoy Maria de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_353_C92773_1111339.pdf"
"BCU_Bastaire_Stella_356_C92775_1111342";"La victorieuse";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 356 ";"Aulès Marc";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_356_C92775_1111342.pdf"
"BCU_Bastaire_Stella_357_C92777_1111344";"Le chemin sans fleurs";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 357 ";"Belloni Silva";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_357_C92777_1111344.pdf"
"BCU_Bastaire_Stella_358_C92781_1111345";"Tête folle, coeur profond";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 358 ";"Korab P.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_358_C92781_1111345.pdf"
"BCU_Bastaire_Stella_359_C92782_1111347";"Après la tourmente";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 359 ";"Puliga Henriette de Quigini";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_359_C92782_1111347.pdf"
"BCU_Bastaire_Stella_360_C92783_1111349";"Sa part de bonheur";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 360 ";"Hay Ian";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_360_C92783_1111349.pdf"
"BCU_Bastaire_Stella_361_C92785_1111352";"Pour la vie";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 361 ";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_361_C92785_1111352.pdf"
"BCU_Bastaire_Stella_362_C92787_1111353";"Trop loin de moi";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 362 ";"Gariel Marie";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_362_C92787_1111353.pdf"
"BCU_Bastaire_Stella_363_C92788_1111355";"Jeunesse !";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 363";"Magd-Abril";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_363_C92788_1111355.pdf"
"BCU_Bastaire_Stella_364_C92789_1111357";"Mademoiselle de la Tour-Maudite";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 364 ";"Boissèble G. de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_364_C92789_1111357.pdf"
"BCU_Bastaire_Stella_366_C92790_1111360";"Le retour au bercail";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 366 ";"L'Epars A. de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_366_C92790_1111360.pdf"
"BCU_Bastaire_Stella_368_C92792_1111361";"Marié malgré lui";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 368 ";"Prigel M.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_368_C92792_1111361.pdf"
"BCU_Bastaire_Stella_369_C92794_1111367";"Petite dame verte";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 369 ";"Mathers Hélène";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_369_C92794_1111367.pdf"
"BCU_Bastaire_Stella_371_C92795_1111372";"L'offrande";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 371 ";"Péronnet Mme Charles";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_371_C92795_1111372.pdf"
"BCU_Bastaire_Stella_372_C92797_1111377";"Loulette et son mari";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 372 ";"Deberre Line";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_372_C92797_1111377.pdf"
"BCU_Bastaire_Stella_375_C92798_1111378";"Paladins modernes";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 375 ";"Géniaux Claire-Charles";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_375_C92798_1111378.pdf"
"BCU_Bastaire_Stella_377_C92799_1111380";"Les jours nouveaux";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 377 ";"Verdat Germaine";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_377_C92799_1111380.pdf"
"BCU_Bastaire_Stella_379_C92800_1111382";"Derrière le masque";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 379 ";"Moret Jeannette";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_379_C92800_1111382.pdf"
"BCU_Bastaire_Stella_380_C92801_1111384";"La femme du fou";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 380 ";"Barasc Jean de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_380_C92801_1111384.pdf"
"BCU_Bastaire_Stella_381_C92802_1111386";"Le paradis retrouvé";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 381 ";"Adenis Edouard";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_381_C92802_1111386.pdf"
"BCU_Bastaire_Stella_384_C92803_1111389";"D'une fenêtre";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 384 ";"Bouvet Marie-Louise";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_384_C92803_1111389.pdf"
"BCU_Bastaire_Stella_385_C92805_1111390";"La sacrifiée";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 385 ";"Dourliac H.-A.";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_385_C92805_1111390.pdf"
"BCU_Bastaire_Stella_386_C92806_1111391";"Un étrange voisin";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 386 ";"Myre José";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_386_C92806_1111391.pdf"
"BCU_Bastaire_Stella_392_C92807_1111493";"Au pays du soleil";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 392 ";"Claude Pierre";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_392_C92807_1111493.pdf"
"BCU_Bastaire_Stella_394_C92808_1111495";"La chance";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 394 ";"Daumière René";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_394_C92808_1111495.pdf"
"BCU_Bastaire_Stella_395_C92809_1111497";"Vaincre !";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 395 ";"Chenavéry J.G.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_395_C92809_1111497.pdf"
"BCU_Bastaire_Stella_396_C92810_1111499";"La petite fille au fantôme";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 396 ";"Sandy Isabelle";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_396_C92810_1111499.pdf"
"BCU_Bastaire_Stella_398_C92811_1111502";"Le bien-marié";"Editions du ""Petit Echo de la Mode""";1936;"Collection Stella ; 398 ";"Beaume Georges";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_398_C92811_1111502.pdf"
"BCU_Bastaire_Stella_406_C92812_1111505";"Un mari par surcroît";"Editions du ""Petit Echo de la Mode""";1937;"Collection Stella ; 406 ";"Dorlhys Jean";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_406_C92812_1111505.pdf"
"BCU_Bastaire_Stella_407_C92813_1111511";"Deux fiancées";"Editions du ""Petit Echo de la Mode""";1937;"Collection Stella ; 407 ";"Garvice Charles";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_407_C92813_1111511.pdf"
"BCU_Bastaire_Stella_408_C92814_1111514";"Le mobile secret";"Editions du ""Petit Echo de la Mode""";1937;"Collection Stella ; 408 ";"Langlois Hélène";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_408_C92814_1111514.pdf"
"BCU_Bastaire_Stella_416_C92815_1111518";"Deux visages, un amour";"Editions du ""Petit Echo de la Mode""";1937;"Collection Stella ; 416";"Bergh Paul";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_416_C92815_1111518.pdf"
"BCU_Bastaire_Stella_419_C92816_1111520";"Le mal que fit une femme";"Editions du ""Petit Echo de la Mode""";1937;"Collection Stella ; 419 ";"Gestelys Léo";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_419_C92816_1111520.pdf"
"BCU_Bastaire_Stella_427_C92817_1111525";"L'éternelle chanson";"Editions du ""Petit Echo de la Mode""";1937;"Collection Stella ; 427 ";"Chauvière Claude";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_427_C92817_1111525.pdf"
"BCU_Bastaire_Stella_430_C92818_1111529";"La gamme de ""do""";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 430 ";"Barrère-Affre Marie";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_430_C92818_1111529.pdf"
"BCU_Bastaire_Stella_432_C92819_1111532";"L'aventure de M. Mellac";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 432 ";"Dominique Pierre";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_432_C92819_1111532.pdf"
"BCU_Bastaire_Stella_434_C92820_1111536";"Les deux mariages";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 434 ";"Cantegrive Anda";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_434_C92820_1111536.pdf"
"BCU_Bastaire_Stella_435_C92821_1111537";"Immortelle jeunesse";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 435 ";"Wailly Marie de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_435_C92821_1111537.pdf"
"BCU_Bastaire_Stella_441_C92822_1111539";"Au petit Paris";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 441 ";"Beaume Georges";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_441_C92822_1111539.pdf"
"BCU_Bastaire_Stella_442_C92823_1111542";"Pour ne pas mourir";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 442 ";"Pierazzi Rina-Maria";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_442_C92823_1111542.pdf"
"BCU_Bastaire_Stella_443_C92825_1111544";"Marquise de Maulgrand";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 443";"Cadiou Marie Rosalie Virginie";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_443_C92825_1111544.pdf"
"BCU_Bastaire_Stella_444_C92827_1111551";"Masque et visage";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 444 ";"Crisenoy Maria de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_444_C92827_1111551.pdf"
"BCU_Bastaire_Stella_445_C92828_1111555";"A-t-elle du coeur ?";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 445 ";"Stuart Esme";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_445_C92828_1111555.pdf"
"BCU_Bastaire_Stella_446_C92829_1111557";"Messagère de bonheur";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 446 ";"Vertiol Andrée";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_446_C92829_1111557.pdf"
"BCU_Bastaire_Stella_448_C92832_1111559";"Folle jeunesse";"Editions du ""Petit Echo de la Mode""";1938;"Collection Stella ; 448 ";"Langlois Hélène";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_448_C92832_1111559.pdf"
"BCU_Bastaire_Stella_453_C92833_1111566";"La monnaie du bonheur";"Editions du ""Petit Echo de la Mode""";1939;"Collection Stella ; 453 ";"Coriola";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_453_C92833_1111566.pdf"
"BCU_Bastaire_Stella_456_C92834_1111568";"L'obstacle";"Editions du ""Petit Echo de la Mode""";1939;"Collection Stella ; 456 ";"Ichard Jeanne Louise Marie";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_456_C92834_1111568.pdf"
"BCU_Bastaire_Stella_459_C92836_1111575";"Le prince errant";"Editions du ""Petit Echo de la Mode""";1939;"Collection Stella ; 459 ";"Ichard Jeanne Louise Marie";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_459_C92836_1111575.pdf"
"BCU_Bastaire_Stella_477_C92837_1111587";"Mademoiselle Quand-même";"Editions du ""Petit Echo de la Mode""";1940;"Collection Stella ; 477";"Wilsoves Paule de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_477_C92837_1111587.pdf"
"BCU_Bastaire_Stella_489_C92838_1111597";"Douce-amère";"Editions du ""Petit Echo de la Mode""";1940;"Collection Stella ; 489 ";"Clopet Gabrielle";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_489_C92838_1111597.pdf"
"BCU_Bastaire_Stella_497_C92839_1111602";"Seule dans mon coeur";"Editions du ""Petit Echo de la Mode""";1941;"Collection Stella ; 497 ";"Cys Éric de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_497_C92839_1111602.pdf"
"BCU_Bastaire_Stella_506_C92840_1111611";"L'amour qui meurt";"Editions du ""Petit Echo de la Mode""";1941;"Collection Stella ; 506 ";"Séneval Jehan de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_506_C92840_1111611.pdf"
"BCU_Bastaire_Stella_518_C92842_1111623";"Aime... et reste fidèle";"Editions du ""Petit Echo de la Mode""";1941;"Collection Stella ; 518 ";"O'Néves Suzanne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_518_C92842_1111623.pdf"
"BCU_Bastaire_Stella_524_C92843_1111632";"Sur champ d'azur...";"Editions de Montsouris";1942;"Collection Stella ; 524 ";"Levasseur";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_524_C92843_1111632.pdf"
"BCU_Bastaire_Stella_526_C92844_1111637";"Sous les ailes bleues";"Editions de Montsouris";1942;"Collection Stella ; 526 ";"Demais Jean";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_526_C92844_1111637.pdf"
"BCU_Bastaire_Stella_533_C92845_1111638";"Une étoile";"Editions de Montsouris";1948;"Collection Stella ; 533 ";"Mauclère Jean";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_533_C92845_1111638.pdf"
"BCU_Bastaire_Stella_537_C92846_1111639";"La tendre défaite";"Editions de Montsouris";1948;"Collection Stella ; 537 ";"Madal George";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_537_C92846_1111639.pdf"
"BCU_Bastaire_Stella_543_C92847_1111642";"Le portrait vivant";"Editions de Montsouris";1949;"Collection Stella ; 543 ";"Salvat Isabelle";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_543_C92847_1111642.pdf"
"BCU_Bastaire_Stella_547_C92848_1111644";"Le collier de scarabées";"Editions de Montsouris";1949;"Collection Stella ; 547 ";"Williamson Alice Muriel";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_547_C92848_1111644.pdf"
"BCU_Bastaire_Stella_590_C92849_1111645";"Passeport français";"Editions de Montsouris";1953;"Collection Stella ; 590 ";"Cys Éric de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_590_C92849_1111645.pdf"
"BCU_Bastaire_Stella_534_C92850_1111646";"Le rose des nuages";"Editions de Montsouris";1953;"Collection Stella ; 534 ";"Christophe Jacques";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_534_C92850_1111646.pdf"
"BCU_Bastaire_Stella_457_C92835_1111684";"La force d'un serment";"Editions du ""Petit Echo de la Mode""";1939;"Collection Stella ; 457 ";"Gestelys Léo";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_457_C92835_1111684.pdf"
